Descrição do Item;Unid.;Cód.Grupo;GRUPO DE PRODUTOS;INSUMOS/PRODUTOS;FORNECEDOR/PRODUTOS
Lixa para madeira fina;UN;42;PINTURA ;LIXA;
Lixa para madeira grossa;UN;42;PINTURA ;LIXA;
Lixa para madeira media;UN;42;PINTURA ;LIXA;
Lixa para massa fina;UN;42;PINTURA ;LIXA;
Lixa para massa grossa;UN;42;PINTURA ;LIXA;
Lixa para massa media;UN;42;PINTURA ;LIXA;
Lixa para superfície metálica grana 100;UN;42;PINTURA ;LIXA;
Lixa para superfície metálica grana 80;UN;42;PINTURA ;LIXA;
Lixadeira;UN;24;FERRAMENTA ELÉTRICA;LIXADEIRA;
Lixadeira Plástica com Cabo ( suporte para Lixa);UN;23;FERRAMENTA;LIXADEIRA;
Locacao de andaime fachadeiro;MES;35.1;LOCAÇÃO;ANDAIME;
Locacao de andaime tubular;MES;35.1;LOCAÇÃO;ANDAIME;
Locacao de aparelho de ar condicionado;MES;35.3;LOCAÇÃO;AR CONDICIONADO;
Locacao de balancim leve;MES;35.1;LOCAÇÃO;BALANCIM;
Locacao de balancim pesado;MES;35.1;LOCAÇÃO;BALANCIM;
Locacao de bandeja de protecao - primaria;MES;35.2;LOCAÇÃO;BANDEJA PROTECAO ;
Locacao de bandeja de protecao - secundaria;MES;35.2;LOCAÇÃO;BANDEJA PROTECAO;
Locacao de banheiro quimico;MES;35.4;LOCAÇÃO;BANHEIRO QUIMICO;
Locacao de bebedouro;MES;35.5;LOCAÇÃO;BEBEDOURO;
Locacao de betoneira a diesel;DIA;35.6;LOCAÇÃO;BETONEIRA;
Locacao de betoneira eletrica;DIA;35.6;LOCAÇÃO;BETONEIRA;
Locacao de bomba centrifuga;DIA;35.7;LOCAÇÃO;BOMBA;
Locacao de bomba de argamassa;DIA;35.7;LOCAÇÃO;BOMBA;
Locacao de bomba de drenagem;DIA;35.7;LOCAÇÃO;BOMBA;
Locacao de bomba de mangote;DIA;35.7;LOCAÇÃO;BOMBA;
Locacao de bomba de recalque;DIA;35.7;LOCAÇÃO;BOMBA;
Locacao de bomba de vacuo;DIA;35.7;LOCAÇÃO;BOMBA;
Locacao de bomba submersivel para esgoto;DIA;35.7;LOCAÇÃO;BOMBA;
Locacao de bomba submersivel para lama;DIA;35.7;LOCAÇÃO;BOMBA;
Locacao de caçamba;VG;35.8;LOCAÇÃO;CAÇAMBA;
Locacao de caminhao basculante;DIA;35.9;LOCAÇÃO;CAMINHAO;
Locacao de caminhao munck;DIA;35.9;LOCAÇÃO;CAMINHAO;
Locacao de compactador a diesel;DIA;35.10;LOCAÇÃO;COMPACTADOR;
Locacao de compactador a gasolina;DIA;35.10;LOCAÇÃO;COMPACTADOR;
Locacao de compactador eletrico;DIA;35.10;LOCAÇÃO;COMPACTADOR;
Locacao de compressor de ar, eletrico;DIA;35.11;LOCAÇÃO;COMPRESSOR;
Locacao de compressor de ar, pneumatico;DIA;35.11;LOCAÇÃO;COMPRESSOR;
Locacao de container tipo banheiro;MES;35.12;LOCAÇÃO;CONTAINER;
Locacao de container tipo escritorio com banheiro interno;MES;35.12;LOCAÇÃO;CONTAINER;
Locacao de container tipo vestiario;MES;35.12;LOCAÇÃO;CONTAINER;
Locacao de escavadeira hidraulica sobre esteira;DIA;35.13;LOCAÇÃO;ESCAVADEIRA;
Locacao de escavadeira mecanica sobre esteira;DIA;35.13;LOCAÇÃO;ESCAVADEIRA;
Locacao de escora metalica;MES;35.1;LOCAÇÃO;ESCORA;
Locacao de grua;MES;35.14;LOCAÇÃO;GRUA;
Locacao de grupo gerador;DIA;35.6;LOCAÇÃO;GERADOR;
Locacao de guincho cremalheira;MES;35.14;LOCAÇÃO;GUINCHO;
Locacao de guincho passageiro;MES;35.14;LOCAÇÃO;GUINCHO;
Locacao de guindaste;DIA;35.14;LOCAÇÃO;GUINDASTE;
Locacao de lavadora jato;DIA;35.15;LOCAÇÃO;LAVADORA;
Locacao de lixadeira;DIA;35.16;LOCAÇÃO;LIXADEIRA;
Locacao de macaco hidraulico eletrico;DIA;35.17;LOCAÇÃO;MACACO;
Locacao de macaco hidraulico manual;DIA;35.17;LOCAÇÃO;MACACO;
Locacao de macarico a gas;DIA;35.18;LOCAÇÃO;MAÇARICO;
Locacao de macarico a oxigenio;DIA;35.18;LOCAÇÃO;MAÇARICO;
Locacao de maquina de solda;DIA;35.18;LOCAÇÃO;SOLDA;
Locacao de marmiteiro;MES;35.19;LOCAÇÃO;MARMITEIRO;
Locacao de marmiteiro eletrico;DIA;35.19;LOCAÇÃO;MARMITEIRO;
Locacao de martelo rompedor;DIA;35.6;LOCAÇÃO;MARTELO;
Locacao de mini grua;MES;35.14;LOCAÇÃO;MINIGRUA;
Locacao de minicarregadeira;DIA;35.13;LOCAÇÃO;MINICARREGADEIRA;
Locacao de miniescavadeira;DIA;35.13;LOCAÇÃO;MINIESCAVADEIRA;
Locacao de misturador para massa;DIA;35.6;LOCAÇÃO;MISTURADOR;
Locacao de motoniveladora;DIA;35.6;LOCAÇÃO;MOTONIVELADORA;
Locacao de nivel a laser e acessorios;DIA;35.6;LOCAÇÃO;NIVEL;
Locacao de pa carregadeira sobre esteira;DIA;35.13;LOCAÇÃO;CARREGADEIRA;
Locacao de pa carregadeira sobre pneus;DIA;35.13;LOCAÇÃO;CARREGADEIRA;
Locacao de pressurizador;DIA;35.20;LOCAÇÃO;PRESSURIZADOR;
Locacao de radio comunicador;MES;35.21;LOCAÇÃO;RADIO;
Locacao de regua vibratoria para concreto;DIA;35.22;LOCAÇÃO;REGUA;
Locacao de retroescavadeira com cacamba frontal;DIA;35.13;LOCAÇÃO;RETROESCAVADEIRA;
Locacao de retroescavadeira com rompedor hidraulico;DIA;35.13;LOCAÇÃO;RETROESCAVADEIRA;
Locacao de rolo compactador liso;DIA;35.6;LOCAÇÃO;COMPACTADOR;
Locacao de rolo compactador pe de carneiro;DIA;35.6;LOCAÇÃO;COMPACTADOR;
Locacao de rolo compactador sobre pneus;DIA;35.6;LOCAÇÃO;COMPACTADOR;
Locacao de serra circular;DIA;35.6;LOCAÇÃO;SERRA;
Locacao de serra para marmore;DIA;35.6;LOCAÇÃO;SERRA;
Locacao de transformador de baixa tensão;DIA;35.6;LOCAÇÃO;TRANSFORMADOR;
Locacao de vibrador para concreto;DIA;35.6;LOCAÇÃO;VIBRADOR;
Locacao protecao metalica periferia;MES;35.6;LOCAÇÃO;PROTEÇÃO;
Lona Carreteiro 8 x 10 mts Azul;UN;37;MÁQUINA E EQUIPAMENTO;LONA ;
Lona plast pelicula preta;UN;42;PINTURA ;LONA;
Lona Plástica Azul;UN;42;PINTURA ;LONA;
Lona plastica preta reforcada com 200 micras (4 x 100)m;M2;42;PINTURA ;LONA;
Lona plastica transparente (4 x 50)m;M2;42;PINTURA ;LONA;
Longarina metalica;M;17;ESCORAMENTO ;LONGARINA;
Lubrificante;UN;29;HIDROSANITÁRIO E GAS;LUBRIFICANTE;
Lubrificante para aneis de borracha 850g;UN;29;HIDROSANITÁRIO E GAS;LUBRIFICANTE;
Lubrificante WD 40 Spray;UN;37.15;MÁQUINA E EQUIPAMENTO;LUBRIFICANTE ;
Luminaria calha comercial com 2 lampadas led;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria de embutir no teto (spot);UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria de emergencia 30 leds;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria de jardim;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria de parede tipo arandela;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria de parede tipo tartaruga;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria de sobrepor (plafon);UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria publica fechada RPF - 155;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria tipo calha, completa, 1 lampada x 20W x 110V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria tipo calha, completa, 1 lampada x 20W x 220V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria tipo calha, completa, 1 lampada x 40W x 110V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria tipo calha, completa, 1 lampada x 40W x 220V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria tipo calha, completa, 2 lampadas x 20W x 110V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria tipo calha, completa, 2 lampadas x 20W x 220V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria tipo calha, completa, 2 lampadas x 40W x 110V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminaria tipo calha, completa, 2 lampadas x 40W x 220V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIA;
Luminarias areas comuns;VB;13;ELÉTRICA, TELEFONE E LÓGICA;LUMINARIAS;
Luva bb  f fund, junta elást p esgoto águas pluviais (diâm seção: 1);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva bb  f fund, junta elást p esgoto águas pluviais (diâm seção: 2);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva bb  f fund, junta elást p esgoto águas pluviais (diâm seção: 3);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva bb  f fund, junta elást p esgoto águas pluviais (diâm seção: 4);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva de aco galvanizado, D= 1 1/2 polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de aço para eletroduto galvanizado ( diâmetro da seção 1 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de aço para eletroduto galvanizado (diâmetro da seção: 1,5);UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de aço para eletroduto galvanizado (diâmetro da seção: 2,5);UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de aço para eletroduto galvanizado (diâmetro da seção: 2);UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de aço para eletroduto galvanizado (diâmetro da seção: 3,5);UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de aço para eletroduto galvanizado (diâmetro da seção: 3);UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de aço para eletroduto galvanizado (diâmetro da seção: 4,5);UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de aço para eletroduto galvanizado (diâmetro da seção: 4);UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de correr, soldável BB de bronze para af/aq/gas/incêndio (diâmetr;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva de couro;PAR;14;EPI;LUVA;
Luva de latéx;UN;14;EPI;LUVA;
Luva de pano Pigmentada;UN;14;EPI;LUVA;
Luva de PVC;PAR;14;EPI;LUVA;
Luva de PVC branco para esgoto serie normal (diâmetro da seção: 100mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva de PVC branco para esgoto serie normal (diâmetro da seção: 150mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva de PVC branco para esgoto serie normal (diâmetro da seção: 200mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva de PVC branco para esgoto serie normal (diâmetro da seção: 40mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva de PVC branco para esgoto serie normal (diâmetro da seção: 50mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva de PVC branco para esgoto serie normal (diâmetro da seção: 75mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva de PVC rígido roscável para eletroduto (diâm da seção: 1 1/2);UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de PVC rígido roscável para eletroduto (diâm da seção: 1 1/4);UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de PVC rígido roscável para eletroduto (diâm da seção: 2 1/2);UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de PVC rígido roscável para eletroduto (diâmetro da seção: 1 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de PVC rígido roscável para eletroduto (diâmetro da seção: 1/2 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de PVC rígido roscável para eletroduto (diâmetro da seção: 2 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de PVC rígido roscável para eletroduto (diâmetro da seção: 3 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de PVC rígido roscável para eletroduto (diâmetro da seção: 3/4 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de PVC rígido roscável para eletroduto (diâmetro da seção: 4 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de PVC rigido, D= 3 polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva de raspa;PAR;14;EPI;LUVA;
Luva Gladiador Azul CA 8082;UN;14;EPI;LUVA;
Luva Nitrilon Suedine Latex Verd 7 Cms;UN;14;EPI;LUVA;
Luva Para Conduite Corrugado Corr;UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva para estrutura tubular;UN;17;ESCORAMENTO ;LUVA;
Luva Passante de Bronze 28mm;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva Passante de Bronze 35mm;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva Passante de Bronze 42mm;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva Passante de Bronze 54mm;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva Passante PVC Branco 100mm c/ anel;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva Passante PVC Branco 40mm;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva Passante PVC Branco 50mm;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva Passante PVC Marrom 75 mm;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva Passante PVC Marron 3/4mm;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva Passante PVC Marron 40mm;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva Passante PVC Marron 50mm;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva Passante PVC Marron 60mm;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva PVC esgoto, D= 50mm;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva PVC marrom, D= 50mm (hidraulica);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva PVC rígido roscável para eletroduto (diâmetro da seção 4);UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUVA;
Luva redução soldável BB de bronze para af/aq/gas/incêndio (diâmetro n;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva roscável de PVC branco para água fria (diâmetro da seção: 1 );UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva roscável de PVC branco para água fria (diâmetro da seção: 1 1/2 );UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva roscável de PVC branco para água fria (diâmetro da seção: 1 1/4 );UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva roscável de PVC branco para água fria (diâmetro da seção: 1/2 );UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva roscável de PVC branco para água fria (diâmetro da seção: 2 );UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva roscável de PVC branco para água fria (diâmetro da seção: 2 1/2 );UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva roscável de PVC branco para água fria (diâmetro da seção: 3 );UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva roscável de PVC branco para água fria (diâmetro da seção: 3/4 );UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva roscável de PVC branco para água fria (diâmetro da seção: 4 );UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva simples cobre soldavel, D= 15 mm (hidraulica);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva simples PVC esgoto, D= 100 mm;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva simples PVC esgoto, D= 50 mm;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva simples serie R, D=100 mm (hidraulica);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável BB de bronze para af/aq/gas/incêndio (diâm : 104mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável BB de bronze para af/aq/gas/incêndio (diâm: 35mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável BB de bronze para af/aq/gas/incêndio (diâm: 54mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável BB de bronze para af/aq/gas/incêndio (diâm: 66mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável BB de bronze para af/aq/gas/incêndio (diâm: 79mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável BB de bronze para af/aq/gas/incêndio (diâml: 42mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável BB de cobre para af/aq/gas/incêndio (diâmetro nominal: 1;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de CPVC bege-claro para água quente (diâm: 15,00 mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de CPVC bege-claro para água quente (diâm: 22,00 mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de CPVC bege-claro para água quente (diâm: 28,00 mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de CPVC bege-claro para água quente (diâm: 35,00 mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de CPVC bege-claro para água quente (diâm: 42,00 mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de CPVC bege-claro para água quente (diâm: 54,00 mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de PVC marrom para água fria (diâm: 110,00 mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de PVC marrom para água fria (diâmetro da seção: 20,00 m;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de PVC marrom para água fria (diâmetro da seção: 25mm);UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de PVC marrom para água fria (diâmetro da seção: 32,00 m;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de PVC marrom para água fria (diâmetro da seção: 40,00 m;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de PVC marrom para água fria (diâmetro da seção: 50,00 m;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de PVC marrom para água fria (diâmetro da seção: 60,00 m;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de PVC marrom para água fria (diâmetro da seção: 75,00 m;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva soldável de PVC marrom para água fria (diâmetro da seção: 85,00 m;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva transiç flange de PVC p gesso sold buch latão s: 22mm/rosc: 1/2;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luva transiç flange de PVC p gesso sold buch latão s: 22mm/rosc: 3/4;UN;29;HIDROSANITÁRIO E GAS;LUVA;
Luz de obstaculo (aviao);UN;13;ELÉTRICA, TELEFONE E LÓGICA;LUZ;
Macaco hidraulico eletrico;UN;37.4;MÁQUINA E EQUIPAMENTO;MACACO ;
Macaco hidraulico manual;UN;37.4;MÁQUINA E EQUIPAMENTO;MACACO ;
Macarico a gas;UN;37.4;MÁQUINA E EQUIPAMENTO;MACARICO ;
Macarico a oxigenio;UN;37.4;MÁQUINA E EQUIPAMENTO;MACARICO ;
Maçarico gás pequeno;UN;24;FERRAMENTA ELÉTRICA;MAÇARICO;
Makita SG1251J Wall Chaser 1.400W 125 Mm (Corte de Parede Disco Duplo);UN;24;FERRAMENTA ELÉTRICA;MAKITA;
Mandril com haste adaptadora SDS-PLUS;UN;24;FERRAMENTA ELÉTRICA;MANDRIL;
Mangote 35mm 4mt;UN;37.4;MÁQUINA E EQUIPAMENTO;MANGOTE ;
Mangote 45mm 4mt;UN;37.4;MÁQUINA E EQUIPAMENTO;MANGOTE ;
Mangote para bomba de concreto;UN;37.4;MÁQUINA E EQUIPAMENTO;MANGOTE ;
Mangote para vibrador de concreto;UN;37.4;MÁQUINA E EQUIPAMENTO;MANGOTE ;
Mangueira chata azul de  2;M;29;HIDROSANITÁRIO E GAS;MANGUEIRA;
Mangueira chata azul de 1;M;29;HIDROSANITÁRIO E GAS;MANGUEIRA;
Mangueira chata azul de 1.1/2;M;29;HIDROSANITÁRIO E GAS;MANGUEIRA;
Mangueira chata azul de 2.1/2;M;29;HIDROSANITÁRIO E GAS;MANGUEIRA;
Mangueira corrugada  1  flexível;R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Mangueira corrugada  3/4  flexível;R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Mangueira corrugada 1 1/2 flexível ( tipo Kanaflex);R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Mangueira corrugada 1.1/4 c/100m  flexível;R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Mangueira corrugada 2 flexível (Kanaflex);R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Mangueira corrugada 3 flexível (Kanaflex);R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Mangueira corrugada 4 flexível (Kanaflex);R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Mangueira Corrugada PEAD 1.1/2 POL;R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Mangueira cristal;M;23;FERRAMENTA;MANGUEIRA;
Mangueira de 1.1/2 polegadas para hidrante engate rapido, C= 20m;UN;11;CONTRA INCÊNDIO;MANGUEIRA;
Mangueira de 1.1/2polegadas para hidrante engate rapido, C= 30m;UN;11;CONTRA INCÊNDIO;MANGUEIRA;
Mangueira flexível para perfuratriz diam.  3/4;UN;37.4;MÁQUINA E EQUIPAMENTO;MANGUEIRA ;
Mangueira jardim;UN;23;FERRAMENTA;MANGUEIRA;
Mangueira nivel 10mm;UN;23;FERRAMENTA;MANGUEIRA;
Mangueira nivel 50mt 12mm;UN;23;FERRAMENTA;MANGUEIRA;
Mangueira para bomba de argamassa diam. 25 mm;UN;37.4;MÁQUINA E EQUIPAMENTO;MANGUEIRA ;
Mangueira para bomba de drenagem - baixa pressão (diâmetro da seção: 2;M;29;HIDROSANITÁRIO E GAS;MANGUEIRA;
Mangueira para bomba de drenagem - baixa pressão (diâmetro da seção: 3;M;29;HIDROSANITÁRIO E GAS;MANGUEIRA;
Mangueira para Compressor 300 lbs 5/16 50 mts;UN;37.4;MÁQUINA E EQUIPAMENTO;MANGUEIRA ;
Mangueira para Lavadora Wap 1/4 x 6,4mm;M;29;HIDROSANITÁRIO E GAS;MANGUEIRA;
Mangueira Pead polietileno para elétrica;M;82;MANGUEIRA PARA ELETRICA;MANGUEIRA PEAD;
Mangueira ponta azul 1.1/2x4,5mm (50mt);R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Mangueira ponta azul 1.1/4x4,0mm (50mt);R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Mangueira ponta azul 1x3,0mm (100mt);R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Mangueira ponta azul 2x4,0mm (50mt);R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Mangueira ponta azul 3/4x3,0mm (100mt);R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Mangueira ponta azul 3x5,0mm (50mt);R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Mangueira ponta Azul 4x3mm (50mt);R;13;ELÉTRICA, TELEFONE E LÓGICA;MANGUEIRA;
Manômetro 100mm reto R1/2 14Kg (teste de gás);UN;29;HIDROSANITÁRIO E GAS;MANÔMETRO;
Manômetro de Extintor;UN;11;CONTRA INCÊNDIO;MANÔMETRO;
Manta asfaltica para impermeabilizacao;M2;30;IMPERMEABILIZAÇÃO;MANTA ;
Manta bidim;M2;12.1;DRENO;MANTA;
Manta bidim (2,15 x 3,00m);UN;12.1;DRENO;MANTA;
Manta de la de vidro;M2;31;ISOLANTE TERMICO E ACÚSTICO;MANTA ;
Manta drenante (macdrain);M2;12.1;DRENO;MANTA;
Manta veu poliester branca, L=1,05 m x 100 m;M2;30;IMPERMEABILIZAÇÃO;MANTA ;
Manutenção de ferramentas elétricas;UN;79;MANUTENÇÃO FERRAMENTA;MANUTENÇÃO;
Mao francesa para bandeja;UN;17;ESCORAMENTO ;MÃO FRANCESA;
Mao francesa para prumo de pilares;KG;17;ESCORAMENTO ;MÃO FRANCESA;
Mao francesa para tampos em ferro;UN;20;ESQUADRIA DE FERRO;MÃO FRANCESA BANCADA;
Maquina de solda;UN;37.4;MÁQUINA E EQUIPAMENTO;SOLDA;
Máquina de Solda Elétrica 250A  Bambozzi;UN;37.4;MÁQUINA E EQUIPAMENTO;SOLDA ;
Maquina de xerox;UN;16;EQUIPAMENTO PARA ESCRITÓRIO;XEROX;
Máquina para jateamento de areia, pneumática, capacidade 270 l - aquis;UN;37.5;MÁQUINA E EQUIPAMENTO;JATEAMENTO;
Maquina para limpeza - Locação e Manutenção;UN;93;MAQUINA PARA LIMPEZA;MAQUINA PARA LIMPEZA;
Marmiteiro a gas;UN;37.4;MÁQUINA E EQUIPAMENTO;MARMITEIRO ;
Marmiteiro eletrico;UN;37.4;MÁQUINA E EQUIPAMENTO;MARMITEIRO;
Marmore - baguete box;M;38;MÁRMORE E GRANITO;MARMORE;
Marmore - baguete entrada;M;38;MÁRMORE E GRANITO;MARMORE;
Marmore - batente elevador;UN;38;MÁRMORE E GRANITO;MARMORE;
Marmore - borda piscina;M;38;MÁRMORE E GRANITO;MARMORE;
Marmore - capa;M;38;MÁRMORE E GRANITO;MARMORE;
Marmore - cobertina;M;38;MÁRMORE E GRANITO;MARMORE;
Marmore - degrau;M;38;MÁRMORE E GRANITO;MARMORE;
Marmore - peitoril;M;38;MÁRMORE E GRANITO;MARMORE;
Marmore - piso externo;M2;38;MÁRMORE E GRANITO;MARMORE;
Marmore - piso interno;M2;38;MÁRMORE E GRANITO;MARMORE;
Marmore - rodape;M;38;MÁRMORE E GRANITO;MARMORE;
Marmore - soleira;M;38;MÁRMORE E GRANITO;MARMORE;
Marmore - tabeira;M;38;MÁRMORE E GRANITO;MARMORE;
Marmore - tampos;M2;38;MÁRMORE E GRANITO;MARMORE;
Marreta;UN;23;FERRAMENTA;MARRETA;
Marreta aço forjado 1 kg;UN;23;FERRAMENTA;MARRETA;
Marreta aço forjado 1/2 kg;UN;23;FERRAMENTA;MARRETA;
Marreta aço forjado 10 kg;UN;23;FERRAMENTA;MARRETA;
Marreta aço forjado 2 kg;UN;23;FERRAMENTA;MARRETA;
Marreta aço forjado 250gr;UN;23;FERRAMENTA;MARRETA;
Marreta aço forjado 5 kg;UN;23;FERRAMENTA;MARRETA;
Martelinho com Corrente p/ Acionador Incêndio;UN;11;CONTRA INCÊNDIO;MARTELINHO;
Martelo;UN;23;FERRAMENTA;MARTELO;
Martelo de Borracha para Assentamento Azulejos 60 mm;UN;23;FERRAMENTA;MARTELO;
