Descrição do Item;Unid.;Cód.Grupo;GRUPO DE PRODUTOS;INSUMOS/PRODUTOS;FORNECEDOR/PRODUTOS
Curva 45º de 1 para eletroduto;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 45º de 2 para eletroduto;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 45º de 3 para Eletroduto;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 45º de 4 para Eletroduto;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 curta PB soldável de PVC branco para esgoto serie normal (diâ;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90 de PVC rígido de encaixe para eletroduto (diâm da seção: 1);UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 de PVC rígido de encaixe para eletroduto (diâm seção: 1/2 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 de PVC rígido de encaixe para eletroduto (diâm seção: 3/4 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 de PVC rígido roscável para eletroduto (diâm da seção: 3 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 de PVC rígido roscável para eletroduto (diâm da seção: 4 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 de PVC rígido roscável para eletroduto (diâm seção: 1 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 de PVC rígido roscável para eletroduto (diâm seção: 1 1/2 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 de PVC rígido roscável para eletroduto (diâm seção: 1 1/4 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 de PVC rígido roscável para eletroduto (diâm seção: 2 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 de PVC rígido roscável para eletroduto (diâm seção: 2 1/2 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 de PVC rígido roscável para eletroduto (diâmetro da seção: 1/;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 de PVC rígido roscável para eletroduto (diâmetro da seção: 3/;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 graus PVC rigido, D= 3 polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 graus, aco galvanizado, D= 1 polegada;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 graus, horizontal com tampa, galvanizado, D=(200 x 100)mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 graus, vertical com tampa, galvanizado, D=(200 x 100)mm;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90 longa PB soldável de PVC branco para esgoto serie normal (diâ;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90 roscável de PVC branco para água fria (diâmetro da seção: 1 );UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90 roscável de PVC branco para água fria (diâmetro da seção: 1/2;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90 roscável de PVC branco para água fria (diâmetro da seção: 2 );UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90 roscável de PVC branco para água fria (diâmetro da seção: 3/4;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90 soldável de PVC marrom para água fria (diâmetro da seção: 110;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90 soldável de PVC marrom para água fria (diâmetro da seção: 20,;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90 soldável de PVC marrom para água fria (diâmetro da seção: 25,;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90 soldável de PVC marrom para água fria (diâmetro da seção: 32,;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90 soldável de PVC marrom para água fria (diâmetro da seção: 40,;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90 soldável de PVC marrom para água fria (diâmetro da seção: 50,;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90 soldável de PVC marrom para água fria (diâmetro da seção: 60,;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90 soldável de PVC marrom para água fria (diâmetro da seção: 75,;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90 soldável de PVC marrom para água fria (diâmetro da seção: 85,;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva 90º (horizontal)  para Barra Chata Alumínio 1/4 x 3/4;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90º a Direita Perfurada p/ Eletrocalha 450 x 100;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90º a Direita Perfurada p/ Eletrocalha 50 larg x 10 alt;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90º a Esquerda Perfurada p/ Eletrocalha 450 x 100;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90º a Esquerda Perfurada p/ Eletrocalha 50 larg x 10 alt;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90º para Leito de Cabo 60 Cm Larg x 10 Cm Altura;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva 90º perfurada 100x50;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva ângulo variável de 0 a 45 PBV PVC bege esgoto reforç 100mm;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva ângulo variável de 0 a 90 PBV PVC bege esgoto reforç 100mm;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva cerâmica 90 para esgoto sanitário (diâmetro da seção: 100,00 mm);UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva cerâmica 90 para esgoto sanitário (diâmetro da seção: 150,00 mm);UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva cerâmica 90 para esgoto sanitário (diâmetro da seção: 200,00 mm);UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva cerâmica 90 para esgoto sanitário (diâmetro da seção: 250,00 mm);UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva cerâmica 90 para esgoto sanitário (diâmetro da seção: 300,00 mm);UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva curta linha pesada, D= 1 1/4 polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva de retorno de ferro maleável galvanizado para líquidos, gases e;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva de retorno ferro maleáv galv p/ líq, gas e vapor : diâm  1/2;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva de retorno ferro maleáv galv p/ líq, gas e vapor : diâm  2;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva de retorno ferro maleáv galv p/ líq, gas e vapor : diâm  3/4;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva de retorno ferro maleáv galv p/ líq, gas e vapor : diâm 1 1/2;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva de retorno ferro maleáv galv p/ líq, gas e vapor : diâm 1 1/4;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva Eletrocalha 45º Horizontal a Direita  900 x 150;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva Eletrocalha 45º Horizontal Externa 900 x 150;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva Eletrocalha 45º Vertical Externa  900 x 150;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva horiz 90 chapa de aço p/ duto piso (larg: 70 mm / alt: 25 mm);UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva horizontal 90 em chapa de aço para duto piso (largura: 140,00 mm;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva Perfurada 90º para Eletrocalha;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva PVC rigido, D= 1 1/4 polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;CURVA;
Curva transposição f mal. Galv líq,gas,vap d: 1/2 tubo transposto: 1;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva transposição f mal. Galv líq,gas,vap d: 1/2 tubo transposto:1/2;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva transposição f mal. Galv líq,gas,vap d: 3/4 d:tubo transpos:3/4;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva transposição f mal. Galv líq,gas,vap d: 3/4 tubo transposto:1;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Curva vert 90 chapa de aço p/ duto piso larg: 70 mm / alt: 25 mm;UN;29;HIDROSANITÁRIO E GAS;CURVA;
Dama - ( 1153C65) Torneira Tanque ou Jardim 1/2 - 3/4;UN;29;HIDROSANITÁRIO E GAS;DAMA;
Dama - ( 1196C61) Torneira Lavatorio Plus 1/4 volta;UN;29;HIDROSANITÁRIO E GAS;DAMA;
Dama - ( 1417C65) Acabamento 1416/1509 1/2 - 3/4;UN;29;HIDROSANITÁRIO E GAS;DAMA;
Dama - ( 3158C65) Torneira Bica Móvel Pde 1/4 volta;UN;29;HIDROSANITÁRIO E GAS;DAMA;
Dama - (1148C65) Torneira Longa Jardim 1/2=3/4;UN;29;HIDROSANITÁRIO E GAS;DAMA;
Dama - (1602) Válvula p/ Lavatório S/L;UN;29;HIDROSANITÁRIO E GAS;DAMA;
Dama - (1621) Válvula Americana ABS 3 1/2;UN;29;HIDROSANITÁRIO E GAS;DAMA;
Dama - (2194C65FN) Torneira Bica Móvel Lavatório 5/8 MVS 1/2=3/4;UN;29;HIDROSANITÁRIO E GAS;DAMA;
Dama - (3158C65) Torneira Bica Móvel Pde Tubo Gourmet 1/4 volta;UN;29;HIDROSANITÁRIO E GAS;DAMA;
Deck de madeira;M2;44;PISO ;DECK;
Degrau em madeira grapia;M;44;PISO ;DEGRAU;
Degrau em madeira ipe;M;44;PISO ;DEGRAU;
Derivação final para eletroduto (diâmetro da seção: 3/4 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;DERIVAÇÃO;
Derivação lateral para eletroduto - dupla (diâmetro da seção: 3/4 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;DERIVAÇÃO;
Derivação lateral para eletroduto - simples (diâmetro da seção: 3/4 );UN;13;ELÉTRICA, TELEFONE E LÓGICA;DERIVAÇÃO;
Desempenadeira de Aço com Dente;UN;23;FERRAMENTA;DESEMPENADEIRA;
Desempenadeira de Aço Lisa sem Dente;UN;23;FERRAMENTA;DESEMPENADEIRA;
Desempenadeira de Plastico Lisa - 15x26;UN;23;FERRAMENTA;DESEMPENADEIRA;
Desempenadeira dentada;UN;23;FERRAMENTA;DESEMPENADEIRA;
Desempenadeira Gr Crespa;UN;23;FERRAMENTA;DESEMPENADEIRA;
Desempenadeira lisa;UN;23;FERRAMENTA;DESEMPENADEIRA;
Desempenadeira Lisa PVC 18x30 cm Cortag 60675;UN;23;FERRAMENTA;DESEMPENADEIRA;
Desempenadeira Lixadeira Pequena 8 X 21;UN;23;FERRAMENTA;DESEMPENADEIRA;
Desempenadeira Med Crespa;UN;23;FERRAMENTA;DESEMPENADEIRA;
Desempenadeira Média de Madeira;UN;23;FERRAMENTA;DESEMPENADEIRA ;
Desentupidor Tufão  c/ 5 mts;UN;29;HIDROSANITÁRIO E GAS;DESENTUPIDOR;
Desinfetante;LT;34;LIMPEZA;DESINFETANTE;
Desmoldante;L;30;IMPERMEABILIZAÇÃO;DESMOLDANTE ;
Detector de Sequencia de Fase Trif 90.60;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DETECTOR;
Detergente;L;34;LIMPEZA;DETERGENTE;
Disco 25mm Forma Solda Exotérmica Cobre Nu Parar Raio;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISCO;
Disco Corte Inox 4.1/2 BNA 12 Norton AR 302;UN;23;FERRAMENTA;DISCO;
Disco de Bancada 14 x 350mm / 48 dentes corte 3.9;UN;23;FERRAMENTA;DISCO;
Disco de borracha para maquina de jato inferior;UN;37.5;MÁQUINA E EQUIPAMENTO;DISCO ;
Disco de borracha para maquina de jato superior;UN;37.5;MÁQUINA E EQUIPAMENTO;DISCO ;
Disco de Corte Contínuo para Porcelanato ( 110x20 13.900rpm max 80 m/s;UN;23;FERRAMENTA;DISCO;
Disco de corte diamantado;UN;23;FERRAMENTA;DISCO ;
Disco de corte diamantado -  corte à seco - Contínuo  (diâmetro da seç;UN;23;FERRAMENTA;DISCO;
Disco de corte diamantado -  Super Turbo RD Max 180mm (Makitão);UN;23;FERRAMENTA;DISCO;
Disco de corte diamantado, anel continuo;UN;23;FERRAMENTA;DISCO;
Disco de Corte p/ Ferro ( 10 x 1/8 x 3/4 ) AR 302 2 telas;UN;23;FERRAMENTA;DISCO;
Disco de Corte p/ Ferro ( 12 x 1/8 x 3/4 ) AR 302 - NORTON;UN;23;FERRAMENTA;DISCO;
Disco de Corte p/ Ferro ( Grande) ) 2Telas  07 x 7/8 302;UN;23;FERRAMENTA;DISCO;
Disco de Corte para Aço 180,0x3,0x22mm - Bosch  Standard Metal;UN;23;FERRAMENTA;DISCO;
Disco de Desbaste;UN;23;FERRAMENTA;DISCO;
Disco de desbaste (espessura: 1/4  / diâmetro do furo: 7/8  / diâmetro;UN;23;FERRAMENTA;DISCO;
Disco de lixa grosso;UN;23;FERRAMENTA;DISCO ;
Disco de Serra bancada 10 com 48 Dentes Ø Furo 10mm;UN;23;FERRAMENTA;DISCO;
Disco de Serra bancada 14 com 60 Dentes;UN;23;FERRAMENTA;DISCO;
Disco de Serra bancada 14 com 72 Dentes;UN;23;FERRAMENTA;DISCO;
Disco de Serra bancada 350x30x60 D2.5 C3,8;UN;23;FERRAMENTA;DISCO;
Disco de Serra Circular  7.1/4x184mm x40 dentes;UN;23;FERRAMENTA;DISCO;
Disco de serra Circular 40HW (184x25x15.875) 1619PD6492;UN;23;FERRAMENTA;DISCO;
Disco de Serra Circular Manual  7.1/4x36x20 mm;UN;23;FERRAMENTA;DISCO;
Disco de Serra circular manual, 9;UN;23;FERRAMENTA;DISCO;
Disco de Serra Widea 235 x 360 x 25 9 1/4;UN;23;FERRAMENTA;DISCO;
Disco de vidia para maquinas manuais;UN;23;FERRAMENTA;DISCO;
Disco Diamantado  - /corte a seco - Turbo (105mm x 20mm furo);UN;23;FERRAMENTA;DISCO;
Disco Diamantado ( 110 x 20 mm) Marmores Granitos Norton;UN;23;FERRAMENTA;DISCO;
Disco Diamantado /corte a seco - para Porcelanato/Makita (105mm x 20mm;UN;23;FERRAMENTA;DISCO;
Disco diamantado para serra;UN;23;FERRAMENTA;DISCO ;
Disco diamantado, corte à seco (p/ concreto) marca Makita;UN;23;FERRAMENTA;DISCO;
Disco para cortar ferro ( grosso) Lixadeira 4 1/2x3/64x7/8;UN;23;FERRAMENTA;DISCO;
Disco para cortar ferro ( marca Makita) 7 x 1/8 x 7/8 ( D-21543);UN;23;FERRAMENTA;DISCO;
Disco para corte de madeira;UN;23;FERRAMENTA;DISCO;
Disco para esmerilhadeira elétrica 115 x 3,0 x 22,2 mm;UN;23;FERRAMENTA;DISCO;
Disco para Lixadeira  elétrica;UN;23;FERRAMENTA;DISCO;
Disco para Lixadeira  elétrica Inox 114,3 x 6,4 x 22,2 mm;UN;23;FERRAMENTA;DISCO;
Disco para Lixadeira  elétrica Inox 115 x 2,5 x 22,23 mm;UN;23;FERRAMENTA;DISCO;
Disco para lixadeira elétrica;UN;23;FERRAMENTA;DISCO ;
Disco para policorte;UN;23;FERRAMENTA;DISCO;
Disco rebolo reto 152mmx19mm=6x3/4 (p/ moto esmeril);UN;23;FERRAMENTA;DISCO;
Disco Serra Widea 185 x 36 x 16/20;UN;23;FERRAMENTA;DISCO;
Disco serra widea 3 x 5 x 48dx30 14 SA turbo;UN;23;FERRAMENTA;DISCO;
Disjuntor bipolar  1 A  curva  C / ICC baixa tensão 4 kA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar  10 A  curva  C / ICC baixa tensão 4 kA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar  16 A  curva  C / ICC baixa tensão 4 kA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar  2 A  curva  C / ICC baixa tensão 4 kA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar  20 A  curva  C / ICC baixa tensão 4 kA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar  25 A  curva  C / ICC baixa tensão 4 kA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar  32 A  curva  C / ICC baixa tensão 4 kA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar  4 A  curva  C / ICC baixa tensão 4 kA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar  40 A  curva  C / ICC baixa tensão 4 kA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar  50 A  curva  C / ICC baixa tensão 4 kA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar  6 A  curva  C / ICC baixa tensão 4 kA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar  63 A  curva  C / ICC baixa tensão 4 kA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar  70 A  curva  C / ICC baixa tensão 4 kA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar 100A - 110 V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar 100A - 220 V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar 60A - 110 V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor bipolar 60A - 220 V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor Bipolar DR 30 M.A ( 25 Amperes ) com neutro;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor Bipolar DR 30 M.A ( 30 Amperes) com neutro;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor Bipolar DR 30 M.A ( 40 Amperes);UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor Bipolar DR 30 M.A ( 63 Amperes);UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor Bipolar DR 32 M.A (25 Amperes);UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor com térmico fixo e magnético ajustável - tripolar : 250A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor com térmico fixo e magnético ajustável - tripolar : 400A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor compacto aberto ajust manual sensor lsi tripolar 1000-2500A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor compacto aberto ajust manual sensor lsi tripolar 1280-3000A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor compacto aberto ajust manual sensor lsi tripolar 252-630A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor compacto aberto ajust manual sensor lsi tripolar 400-1000A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor compacto aberto ajust manual sensor lsi tripolar 500-1250A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor compacto aberto ajust manual sensor lsi tripolar 640-1600A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor DR 100A 4 polos;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor DR 63A 4 polos;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor DR 80A 4 polos;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor monopolar 30A - 110V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor monopolar 30A - 220V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor monopolar 50A - 110V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor monopolar 50A - 220V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor monopolar 80A - 110V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor monopolar 80A - 220V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor térmico ajustável  magnético fixo - tripolar : 80-100A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor térmico fixo e magnético ajustável  tripolar : 160A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor termomagnético 18A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor Termomagnético de 16A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor Tetrapolar (cx Moldada) 125 A;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor Trifásico - 125 Ampéres;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor tripolar 100A - 110V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor tripolar 100A - 220V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor tripolar 50A - 110V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor tripolar 50A - 220V;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor Tripolar DR 30 M.A ( 63 Amperes);UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor Tripolar DR 30 M.A (30 Amperes) com neutro;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Disjuntor unipolar DR 30 M.A ( 63 Amperes) com neutro;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DISJUNTOR;
Dispositivo anti-infiltração de PVC  para caixa sifonada (diâmetro nom;UN;29;HIDROSANITÁRIO E GAS;DISPOSITIVO;
Distanciador Plastico;UN;18;ESPAÇADOR ;DISTANCIADOR;
Distanciador plastico para armacao de aco com bitolas 4,2 a 12,5 mm2;MIL;18;ESPAÇADOR ;DISTANCIADOR;
Distribuidor de agregados rebocável, faixa de trabalho 3,6 m - aquisiç;UN;37.4;MÁQUINA E EQUIPAMENTO;DISTRIBUIDOR;
Divisoria de madeira;M2;28.2;FORRO E DIVISÓRIA;DIVISORIAS;
Divisoria de pvc;M2;28.3;FORRO E DIVISÓRIA;DIVISORIAS;
Divisória pré-moldada de marmorite;UN;62;MARMORITE;DIVISÓRIA;
Dobradica (3 x 2.1/2) polegadas com parafusos;CJ;22;FERRAGEM DE PORTA;DOBRADIÇA;
Dobradiça externa;CJ;22;FERRAGEM DE PORTA;DOBRADIÇA;
dobradiça ferro p/ porta;UN;22;FERRAGEM DE PORTA;DOBRADIÇA;
Dobradiça interna;CJ;22;FERRAGEM DE PORTA;DOBRADIÇA;
Dois interruptores pararelos(4 x 2)polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;INTERRUPTOR;
Dois interruptores simples (4 x 2)polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;INTERRUPTOR;
Dois interruptores, um simples e um pararelo(4 x 2)polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;INTERRUPTOR;
Domus;UN;9.10;COBERTURA ;DOMUS;
Dormente usado;UN;63;DORMENTE;DORMENTE;
DPS 45 KA;UN;13;ELÉTRICA, TELEFONE E LÓGICA;DPS;
Drywall (perfil metálico e plainel de gesso);M2;28.1;FORRO E DIVISÓRIA;DRYWALL;
Duas tomadas universais 2P(4 x 4)polegadas;UN;13;ELÉTRICA, TELEFONE E LÓGICA;TOMADA;
Ducha circular;UN;39;METAL SANITÁRIO E ACESSÓRIO;DUCHA;
Ducha higienica;UN;39;METAL SANITÁRIO E ACESSÓRIO;DUCHA;
Ducha panelao;UN;39;METAL SANITÁRIO E ACESSÓRIO;DUCHA;
Duto de aluminio corrugado e flexivel;M;54;VENTILAÇÃO E EXAUSTÃO;DUTO;
Duto em aço inox 304;UN;58;ARTEFATO DE AÇO INOX;DUTO;
Duto plastico de entulho com boca;M;51;REMOÇÃO DE ENTULHO ;DUTO;
Duto plastico de entulho liso;M;51;REMOÇÃO DE ENTULHO ;DUTO;
Elemento vazado ceramico;UN;4.1;ALVENARIA;TIJOLO VAZADO CERAMICO;
Elemento vazado de concreto;UN;4.3;ALVENARIA;BLOCO VAZADO CONCRETO;
Elemento vazado de concreto tipo veneziana (30 x 30 x 7)cm;UN;4.3;ALVENARIA;BLOCO VENEZIANA CONCRETO;
Elemento vazado de concreto tipo veneziana (30 x 50 x 10)cm;UN;4.3;ALVENARIA;BLOCO VENEZIANA CONCRETO;
Eletrificação de cerca;M;64;SEGURANÇA;CERCA;
Eletrocalha;M;13;ELÉTRICA, TELEFONE E LÓGICA;ELETROCALHA;
Eletrocalha (300 x 100)mm lisa com tampa;M;13;ELÉTRICA, TELEFONE E LÓGICA;ELETROCALHA;
Eletrocalha lisa;M;13;ELÉTRICA, TELEFONE E LÓGICA;ELETROCALHA;
Eletrocalha perfurada;M;13;ELÉTRICA, TELEFONE E LÓGICA;ELETROCALHA;
Eletrocalha perfurada 100 x 50;UN;13;ELÉTRICA, TELEFONE E LÓGICA;ELETROCALHA;
Eletrocalha perfurada 3,00x5x5;M;13;ELÉTRICA, TELEFONE E LÓGICA;ELETROCALHA;
Eletrocalha Perfurada 30 cm Larg x 10 cm Altura;M;13;ELÉTRICA, TELEFONE E LÓGICA;ELETROCALHA;
Eletrocalha perfurada 400x100;M;13;ELÉTRICA, TELEFONE E LÓGICA;ELETROCALHA;
Eletrocalha perfurada 450x100 com Tampa;M;13;ELÉTRICA, TELEFONE E LÓGICA;ELETROCALHA;
Eletrodo 6013  2,5mm - Lata 18Kg;UN;13;ELÉTRICA, TELEFONE E LÓGICA;ELETRODO;
Eletrodo Revestido E6013 3,25 X 350 Mm - CX 5 Kg;UN;23;FERRAMENTA;ELETRODO;
Eletrodo solda comum e6013 (diâmetro da seção: 3,25 mm);UN;23;FERRAMENTA;ELETRODO;
Eletroduto de aco galvanizado a fogo pesado com costura, D= 1 polegada;M;13;ELÉTRICA, TELEFONE E LÓGICA;ELETRODUTO;
Eletroduto de aco galvanizado a fogo pesado com costura, D= 1.1/2``;M;13;ELÉTRICA, TELEFONE E LÓGICA;ELETRODUTO;
Eletroduto de aco galvanizado a fogo pesado com costura, D= 1/2``;M;13;ELÉTRICA, TELEFONE E LÓGICA;ELETRODUTO;
Eletroduto de aco galvanizado a fogo pesado com costura, D= 2``;M;13;ELÉTRICA, TELEFONE E LÓGICA;ELETRODUTO;
Eletroduto de aco galvanizado eletrolitico leve com costura, D= 1/2``;M;13;ELÉTRICA, TELEFONE E LÓGICA;ELETRODUTO;
